Timestamp,Time,Background
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=41,00:00:41,http://www.raumfahrtagentur.org
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=57,00:00:57,https://media.ccc.de/search/?q=Fnord
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=93,00:01:33,https://de.wikipedia.org/wiki/Griechische_Staatsschuldenkrise
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=116,00:01:56,https://en.wikipedia.org/wiki/Confessions_of_an_Economic_Hit_Man
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=249,00:04:09,https://de.wikipedia.org/wiki/Protektionismus
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=263,00:04:23,https://de.wikipedia.org/wiki/Wirtschaftsliberalismus
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=301,00:05:01,https://www.washingtonpost.com/archive/politics/1978/01/29/saudis-hire-americans-spend-millions-to-clean-up-capital/1321879f-7472-401c-91b5-ad805eb94da2
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=422,00:07:02,https://www.bits.de/public/researchnote/rn09-1.htm
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=450,00:07:30,https://www.spiegel.de/politik/ausland/waffenwahn-trotz-fast-pleite-griechenland-ruestet-und-ruestet-und-ruestet-a-695569.html
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=473,00:07:53,https://stasi.correctiv.org/index.php?article_id=14
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=505,00:08:25,http://www.cadtm.org/Banks-are-responsible-for-the
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=590,00:09:50,https://de.wikipedia.org/wiki/Euro#Auswirkungen_auf_Deutschland
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=731,00:12:11,https://www.sueddeutsche.de/politik/deutschland-und-israel-gezerre-um-das-sechste-boot-1.978635
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=753,00:12:33,https://www.faz.net/aktuell/politik/inland/bundeswehr-drastische-einschnitte-bei-ruestungsprojekten-1589992.html
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=819,00:13:39,https://www.dailymail.co.uk/news/article-1024010/The-422m-Chinook-helicopters-wont-fly-rains.html
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=828,00:13:48,
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=860,00:14:20,
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=973,00:16:13,https://www.spiegel.de/wirtschaft/soziales/kursmanipulation-ex-chef-der-ikb-zu-bewaehrungsstrafe-verurteilt-a-706402.html
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1115,00:18:35,https://www.sueddeutsche.de/panorama/hells-angels-vs-bandidos-lass-uns-freunde-sein-1.950497
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1155,00:19:15,https://de.wikipedia.org/wiki/Bettina_Wulff#Auseinandersetzungen_um_Pers%C3%B6nlichkeitsrechtsverletzungen
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1230,00:20:30,https://www.zvab.com/buch-suchen/titel/der-samenbankraub/autor/gert-prokop
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1320,00:22:00,https://www.reuters.com/article/us-oil-spill-nukes-idUSTRE6611RF20100702
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1365,00:22:45,http://www.911-archiv.net/Debunking-of-debunkers/dimitri-khalezov-911-die-dritte-wahrheit-entlarvt.html
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1410,00:23:30,https://de.wikipedia.org/wiki/Wallmeister
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1448,00:24:08,https://de.wikipedia.org/wiki/Vorbereitete_Sperre#Sprengung_von_Br%C3%BCcken
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1480,00:24:40,
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1498,00:24:58,https://de.wikipedia.org/wiki/Gladio
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1504,00:25:04,
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1540,00:25:40,https://www.geschichtsspuren.de/artikel/verkehrsgeschichte/135-sperren-wallmeister.html
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1555,00:25:55,https://de.wikipedia.org/wiki/Atomic_Demolition_Munitions
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1586,00:26:26,https://de.wikipedia.org/wiki/Davy_Crockett_(Kernwaffe)
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1636,00:27:16,https://www.sueddeutsche.de/politik/oelpest-im-golf-von-mexiko-schwarze-loecher-1.978161
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1649,00:27:29,https://en.wikipedia.org/wiki/Minerals_Management_Service#Criticism_and_controversies
http://alternativlos.cdn.as250.net/alternativlos-1.ogg#t=1714,00:28:34,https://www.abendblatt.de/ratgeber/wissen/article107825387/Die-ganz-alltaegliche-Oelpest-in-der-Nordsee.html
